perf_id,campaign_id,inf_id,post_date,post_url,actual_cost,impressions,clicks,conversions,revenue,genai_comment_summary
371,DALBA-CAMP-25002,cayeeun_170,2025-05-23,https://instagram.com/p/JBW0jIsm3!^,3274109,209967,7946,60,2451480,긍정 92%.
372,DALBA-CAMP-25008,yangsunog_166,2025-03-20,https://instagram.com/p/$u5KUAUpbEG,4221753,335815,12438,188,10169296,긍정 84%.
373,DALBA-CAMP-25008,yeongho06_120,2025-03-01,https://instagram.com/p/tS9xOR3ap+g,1845191,153476,5490,149,7121455,긍정 94%.
374,DALBA-CAMP-25014,gimjihyeon_131,2025-09-15,https://instagram.com/p/TO70DhPo__S,670700,11386,290,7,373940,긍정 92%.
375,DALBA-CAMP-25015,tgim_198,2025-08-01,https://instagram.com/p/$DBI$iMrS7D,2289283,212189,8429,177,6962118,긍정 71%.
376,DALBA-CAMP-25018,gangminjae_191,2025-11-15,https://instagram.com/p/*J3Y04luq1E,160152,6485,98,2,74044,긍정 83%.
377,DALBA-CAMP-25010,yejingim_193,2025-04-10,https://instagram.com/p/NZ8$maKrABO,2957690,193379,8501,72,4142304,긍정 79%.
378,DALBA-CAMP-25003,sonjiyeong_50,2025-07-19,https://instagram.com/p/3^7XNWwg*tN,4101923,82195,3042,78,3426696,긍정 80%.
379,DALBA-CAMP-25018,hyeonjeonggim_119,2025-11-23,https://instagram.com/p/+USp@XnM!4K,2826136,273677,7034,150,5735400,긍정 77%.
380,DALBA-CAMP-25012,hjo_109,2025-08-27,https://instagram.com/p/*Ym&AjYr18g,1272651,68652,2134,33,1679799,긍정 95%.
381,DALBA-CAMP-25006,mo_72,2025-11-04,https://instagram.com/p/kE3Eho^K!5P,4571299,75932,2698,53,2939645,긍정 72%.
382,DALBA-CAMP-25008,caeweoni_105,2025-03-27,https://instagram.com/p/UC6Kt@Njt*+,1091015,53991,585,7,333347,긍정 71%.
383,DALBA-CAMP-25011,ai_179,2025-04-14,https://instagram.com/p/cj*5C#Fxwlt,2849184,239272,8762,222,10803186,긍정 73%.
384,DALBA-CAMP-25003,yangsunog_166,2025-07-21,https://instagram.com/p/pWQ2LnqO@q0,1171354,12953,246,5,215335,긍정 83%.
385,DALBA-CAMP-25011,yeongja48_104,2025-03-12,https://instagram.com/p/wP8A&emU+35,4962643,371872,8443,172,5524640,긍정 90%.
386,DALBA-CAMP-25019,amin_73,2025-09-14,https://instagram.com/p/8BTgXcSSj3(,3462534,51586,2257,43,2435735,긍정 77%.
387,DALBA-CAMP-25001,bagseonghun_31,2025-08-18,https://instagram.com/p/D(G4CwACkmp,1930064,169539,5539,156,4800432,긍정 80%.
388,DALBA-CAMP-25018,eunjuseong_125,2025-10-28,https://instagram.com/p/(wmA54Lbhyl,759588,64877,1248,23,1353228,긍정 76%.
389,DALBA-CAMP-25017,gimsugja_176,2025-05-10,https://instagram.com/p/eDHWOKu)%5Q,700741,30819,1432,19,866476,긍정 80%.
390,DALBA-CAMP-25013,jeongsu17_153,2025-01-22,https://instagram.com/p/T@6CIhQiWA4,3140893,173251,5163,77,4577804,긍정 75%.
391,DALBA-CAMP-25014,yi_89,2025-09-14,https://instagram.com/p/SbyIIjA$%0p,4146799,392321,13074,313,13336617,긍정 81%.
392,DALBA-CAMP-25002,bagminjun_34,2025-04-21,https://instagram.com/p/C)4I3jfBN!u,4083689,223734,6292,117,3617874,긍정 71%.
393,DALBA-CAMP-25005,jimin73_148,2025-07-26,https://instagram.com/p/s2BkP5ls)QA,623502,55868,957,21,794052,긍정 87%.
394,DALBA-CAMP-25020,yunseo62_167,2025-05-22,https://instagram.com/p/(91@Fq$g7ih,3616422,81102,4023,51,2852838,긍정 83%.
395,DALBA-CAMP-25019,jangjihu_77,2025-09-08,https://instagram.com/p/i6LAVKQz(+9,3268939,108274,5100,69,2536992,긍정 74%.
396,DALBA-CAMP-25018,jungsucoe_171,2025-10-31,https://instagram.com/p/^bW7Pmf7_qY,4057349,134140,5454,140,7687260,긍정 86%.
397,DALBA-CAMP-25010,seungmini_86,2025-04-22,https://instagram.com/p/%OFsvwZx$b1,2062577,49043,1483,31,1042592,긍정 87%.
398,DALBA-CAMP-25008,jeonghunhan_151,2025-03-03,https://instagram.com/p/9vCuUJgQ^lV,1987527,164350,7990,63,2299878,긍정 73%.
399,DALBA-CAMP-25006,nadohyeon_23,2025-10-25,https://instagram.com/p/84Xd$5Sm_@B,334819,31101,1344,26,1380782,긍정 76%.
400,DALBA-CAMP-25011,ohyeonjun_67,2025-04-15,https://instagram.com/p/S(08DXYnzID,3702143,358518,16930,209,11586124,긍정 78%.
401,DALBA-CAMP-25005,seoyeoncoe_87,2025-07-22,https://instagram.com/p/5f&sEqeG+OW,2234275,93303,1151,8,301048,긍정 75%.
402,DALBA-CAMP-25020,ji_4,2025-05-17,https://instagram.com/p/YX6hD3tb_p7,765286,33018,969,17,998495,긍정 89%.
403,DALBA-CAMP-25020,yeongilheo_35,2025-05-12,https://instagram.com/p/!M&5VbdyACZ,3762271,256885,5103,54,1771092,긍정 74%.
404,DALBA-CAMP-25014,jihyeonan_187,2025-09-10,https://instagram.com/p/%6efZ1kE2&D,2745460,174424,7138,170,7047350,긍정 90%.
405,DALBA-CAMP-25011,baghaeun_144,2025-02-27,https://instagram.com/p/2M4uD8Eta^b,345240,22689,574,12,488868,긍정 83%.
406,DALBA-CAMP-25006,ggim_20,2025-10-28,https://instagram.com/p/!44pWElQvev,1358667,53993,2468,36,1504728,긍정 86%.
407,DALBA-CAMP-25010,minseog55_164,2025-03-28,https://instagram.com/p/a_3GsXZF_JY,3157699,219114,9504,99,5017815,긍정 70%.
408,DALBA-CAMP-25002,simogsun_110,2025-05-04,https://instagram.com/p/R0BK#Rrf)9@,3894765,388913,16395,98,5637156,긍정 86%.
409,DALBA-CAMP-25017,hongmijeong_12,2025-04-13,https://instagram.com/p/#6+ywdETPTQ,4306929,301924,9815,252,9247392,긍정 76%.
410,DALBA-CAMP-25009,myeongjabag_80,2025-06-13,https://instagram.com/p/+bUS2Iya#t3,1219353,53260,2098,31,1823482,긍정 78%.
411,DALBA-CAMP-25011,hbag_82,2025-04-07,https://instagram.com/p/W3zcDR$s$rO,1556788,135991,3967,80,4521360,긍정 83%.
412,DALBA-CAMP-25012,subin41_149,2025-08-26,https://instagram.com/p/6OK_9uJdpi6,1704676,164429,2156,27,978156,긍정 73%.
413,DALBA-CAMP-25002,vgim_11,2025-05-12,https://instagram.com/p/+X_3Hhan%NR,2059981,108897,1253,25,1314875,긍정 93%.
414,DALBA-CAMP-25001,jiyeongim_64,2025-09-16,https://instagram.com/p/)yvZih1EE6H,3714126,315909,13608,71,3746528,긍정 89%.
415,DALBA-CAMP-25009,yujin13_133,2025-05-08,https://instagram.com/p/N^F!AI!mmj6,1650136,115817,5126,132,4683492,긍정 80%.
416,DALBA-CAMP-25010,gimjihyeon_131,2025-03-10,https://instagram.com/p/#lcDUebs8s8,2022575,167627,7349,111,3834495,긍정 85%.
417,DALBA-CAMP-25006,nadohyeon_23,2025-11-12,https://instagram.com/p/$xSxBi)G9SP,3229641,317251,12446,369,15118299,긍정 77%.
418,DALBA-CAMP-25004,myeongjayun_137,2025-02-09,https://instagram.com/p/#d^b(3DwxvT,2568597,35250,732,18,892548,긍정 87%.
419,DALBA-CAMP-25011,hyeonsugo_58,2025-03-27,https://instagram.com/p/leb8Sli1*u$,1844311,143023,5398,101,4804873,긍정 94%.
420,DALBA-CAMP-25013,jeongsiggim_165,2025-01-30,https://instagram.com/p/_QxZ0sdc!8Q,4352028,69961,3269,46,2141622,긍정 80%.
421,DALBA-CAMP-25003,jihyeonan_187,2025-07-15,https://instagram.com/p/j_6UMt*L2lH,823298,30365,1431,20,893380,긍정 85%.
422,DALBA-CAMP-25007,iareum_140,2025-07-21,https://instagram.com/p/iWJSBw3GT@8,4697419,100485,2412,33,1037025,긍정 73%.
423,DALBA-CAMP-25008,minjaegim_168,2025-03-13,https://instagram.com/p/)59eYJmm^EN,2883671,102268,2532,41,2250941,긍정 77%.
424,DALBA-CAMP-25007,jeongeunseo_71,2025-08-20,https://instagram.com/p/R_AA3rz+&)8,4354006,226019,6488,117,3861234,긍정 81%.
425,DALBA-CAMP-25014,gimjihyeon_131,2025-09-13,https://instagram.com/p/6l2tTlvKS*e,4241045,299584,13551,121,4479057,긍정 84%.
426,DALBA-CAMP-25013,hyeonsugo_58,2025-01-29,https://instagram.com/p/LYoty00a!^k,2524860,37170,1142,14,732186,긍정 95%.
427,DALBA-CAMP-25008,yeongsigi_177,2025-03-22,https://instagram.com/p/9YNYv0K!_gz,4169639,281257,6418,46,2188450,긍정 92%.
428,DALBA-CAMP-25005,bagseoyun_22,2025-08-20,https://instagram.com/p/m3WY!5Tyaur,4460860,317444,4217,90,4588920,긍정 79%.
429,DALBA-CAMP-25017,jeonghunhan_151,2025-05-24,https://instagram.com/p/+&7Qb0g8W4F,2640554,94338,2990,45,2181150,긍정 92%.
430,DALBA-CAMP-25003,gwangsu06_138,2025-06-12,https://instagram.com/p/@0dTSi&@7sx,747212,61143,1655,46,1779142,긍정 91%.
431,DALBA-CAMP-25013,baehyeonju_21,2025-02-08,https://instagram.com/p/5ATQWHNW_c+,3335917,136225,3695,49,2704065,긍정 89%.
432,DALBA-CAMP-25006,jangjihu_77,2025-10-15,https://instagram.com/p/4#3BHmHqelq,1901023,115260,2349,21,658728,긍정 75%.
433,DALBA-CAMP-25013,minseog55_164,2025-02-25,https://instagram.com/p/MgKRneER+!3,1070557,66255,1887,50,2495300,긍정 77%.
434,DALBA-CAMP-25013,hbag_82,2025-01-19,https://instagram.com/p/*d4b^FGz(93,430584,15321,681,11,439626,긍정 76%.
435,DALBA-CAMP-25002,boramseo_186,2025-05-31,https://instagram.com/p/e27OTh@W5(f,3258008,293348,5697,52,2495636,긍정 79%.
436,DALBA-CAMP-25003,seonyeonggim_161,2025-07-17,https://instagram.com/p/^1TJwLwFSqH,3919164,265354,9402,202,11475822,긍정 81%.
437,DALBA-CAMP-25011,jangjihu_77,2025-04-11,https://instagram.com/p/sb^MfFrE4_2,3881748,81258,1241,35,2005255,긍정 87%.
438,DALBA-CAMP-25018,gwaghyeonji_15,2025-11-17,https://instagram.com/p/H#9Za9fC@hk,4937559,372085,5685,162,5833458,긍정 70%.
439,DALBA-CAMP-25014,sonjiyeong_50,2025-09-16,https://instagram.com/p/#_iyl%KpF4J,3199408,38567,693,17,1017671,긍정 86%.
440,DALBA-CAMP-25016,amin_73,2025-08-23,https://instagram.com/p/#rUTb7$zd9v,2703446,217043,4462,49,2648744,긍정 75%.
441,DALBA-CAMP-25020,sinjeongho_117,2025-05-22,https://instagram.com/p/Dl_2&EhMq_2,4369844,353401,7768,197,9068107,긍정 94%.
442,DALBA-CAMP-25003,gimsugja_176,2025-06-29,https://instagram.com/p/f776Albih$y,1348188,81698,1764,22,715308,긍정 70%.
443,DALBA-CAMP-25017,jiyeon42_8,2025-04-13,https://instagram.com/p/+fFJehVp2GH,737158,52378,1652,46,2699648,긍정 89%.
444,DALBA-CAMP-25014,gyeonghyi07_107,2025-09-28,https://instagram.com/p/$W1NVIHt2U6,4773137,440134,20413,452,20818216,긍정 81%.
445,DALBA-CAMP-25006,jimino_128,2025-10-07,https://instagram.com/p/1l5!Xrz**PB,695619,63613,1748,22,1203092,긍정 91%.
446,DALBA-CAMP-25006,hjo_109,2025-10-06,https://instagram.com/p/af#3M+5y644,2438613,174246,5098,141,4996335,긍정 93%.
447,DALBA-CAMP-25002,eunjeonggim_160,2025-05-27,https://instagram.com/p/Md3+E_dy@u%,3592834,173294,2561,57,2889273,긍정 85%.
448,DALBA-CAMP-25018,jaehoi_78,2025-11-20,https://instagram.com/p/$+f9Yqi_GQn,1604072,39591,1624,12,451452,긍정 83%.
449,DALBA-CAMP-25005,mijeong56_7,2025-07-31,https://instagram.com/p/sgBG2yzQ!00,3249963,164937,5995,175,8066800,긍정 90%.
450,DALBA-CAMP-25013,gimsugja_176,2025-01-29,https://instagram.com/p/+0MENuI2*J8,119855,7040,87,0,0,긍정 88%.
451,DALBA-CAMP-25008,yi_89,2025-04-03,https://instagram.com/p/2%vTb7DcQ1D,836845,9296,243,2,83276,긍정 78%.
452,DALBA-CAMP-25014,juweongim_116,2025-09-21,https://instagram.com/p/_M2DBWdbhSx,4277384,275965,12675,307,11434829,긍정 72%.
453,DALBA-CAMP-25015,hayunan_10,2025-08-10,https://instagram.com/p/XdAtx@Sc(11,1833253,40700,756,13,399100,긍정 94%.
454,DALBA-CAMP-25020,gimjeongsu_32,2025-04-11,https://instagram.com/p/CQ9Hlr&*L_V,2492806,136082,2380,63,2438289,긍정 70%.
455,DALBA-CAMP-25007,yeongho06_120,2025-08-12,https://instagram.com/p/4mc3bUfP@2A,2903355,46007,2209,60,2664660,긍정 90%.
456,DALBA-CAMP-25011,hongmijeong_12,2025-03-08,https://instagram.com/p/SYC5Q8Do&Q9,2178664,183417,6286,148,5019272,긍정 72%.
457,DALBA-CAMP-25006,yeongja48_104,2025-10-31,https://instagram.com/p/_ZiYSzO9q4G,2460716,120578,3562,20,1154280,긍정 83%.
458,DALBA-CAMP-25015,jaehyeon37_118,2025-07-28,https://instagram.com/p/ce3UwFdek*7,2145930,58791,1640,45,1532565,긍정 79%.
459,DALBA-CAMP-25019,ryujeongja_61,2025-09-13,https://instagram.com/p/Y)bP6b5EIw3,3031994,184600,4695,113,3981103,긍정 94%.
460,DALBA-CAMP-25019,dbag_132,2025-09-13,https://instagram.com/p/Pq5SAoKqc#p,1155319,42369,477,10,521530,긍정 72%.
461,DALBA-CAMP-25019,jungsucoe_171,2025-08-20,https://instagram.com/p/#M0aom0d4VO,1980761,35889,1670,21,1041831,긍정 80%.
462,DALBA-CAMP-25012,geonu94_19,2025-09-03,https://instagram.com/p/X86mFBvw^)D,660382,52089,1491,15,724560,긍정 76%.
463,DALBA-CAMP-25011,amin_73,2025-04-01,https://instagram.com/p/D!UIGKpIqT1,3300549,301215,14517,412,20148860,긍정 87%.
464,DALBA-CAMP-25010,myeongjabag_80,2025-04-07,https://instagram.com/p/$_6(JKvQIR2,4235720,295467,7003,184,10685800,긍정 91%.
465,DALBA-CAMP-25005,jihyeongo_91,2025-08-27,https://instagram.com/p/%NGNGgct(5K,2798136,179038,5890,117,3585114,긍정 95%.
466,DALBA-CAMP-25017,hyeonju74_190,2025-04-16,https://instagram.com/p/qf1sAlZNm$2,773236,10546,462,4,127020,긍정 91%.
467,DALBA-CAMP-25018,bmun_30,2025-11-18,https://instagram.com/p/jf5cAcpk$S*,222481,18712,282,3,165624,긍정 75%.
468,DALBA-CAMP-25012,jinu58_47,2025-08-28,https://instagram.com/p/Ex(7G&Dnd$Y,1053428,103542,3564,50,1510700,긍정 84%.
469,DALBA-CAMP-25007,tgim_198,2025-07-30,https://instagram.com/p/&kbtfa07z9T,3181077,201677,9999,238,13248032,긍정 91%.
470,DALBA-CAMP-25008,nammiyeong_52,2025-03-23,https://instagram.com/p/I$7VZ+oyp%8,4776927,341785,12719,279,16501734,긍정 83%.
471,DALBA-CAMP-25001,minjaegim_168,2025-09-08,https://instagram.com/p/FRKl$3Mnd^2,1915201,109232,4279,78,3959514,긍정 86%.
472,DALBA-CAMP-25001,minjaecoe_43,2025-09-03,https://instagram.com/p/_+5QHaR$#O2,4747358,57599,703,12,579432,긍정 75%.
473,DALBA-CAMP-25009,idoyun_16,2025-05-09,https://instagram.com/p/^8rye*lI%#V,2358827,188816,3572,103,3146547,긍정 71%.
474,DALBA-CAMP-25009,dbag_132,2025-05-24,https://instagram.com/p/m6dVZIDF*BD,1427458,105797,3688,66,3150114,긍정 73%.
475,DALBA-CAMP-25008,idoyun_16,2025-02-28,https://instagram.com/p/8%9GJg)hOfD,4611378,408097,8991,108,6447168,긍정 83%.
476,DALBA-CAMP-25006,seongsuyang_97,2025-11-01,https://instagram.com/p/q1Lnt!M!)7V,3855617,154557,4404,30,913110,긍정 85%.
477,DALBA-CAMP-25016,ryujeongja_61,2025-08-20,https://instagram.com/p/b&37ZYkx_4_,3507619,102087,4240,63,3212118,긍정 85%.
478,DALBA-CAMP-25009,gimjihyeon_131,2025-05-25,https://instagram.com/p/I*903Tutnt#,2685753,158036,3491,48,2798688,긍정 70%.
479,DALBA-CAMP-25015,jeongeunseo_71,2025-08-09,https://instagram.com/p/*i1Nj^A2+AZ,4288380,160953,3624,32,1434528,긍정 84%.
480,DALBA-CAMP-25015,uhan_3,2025-08-02,https://instagram.com/p/Mj#ZA8AupQb,2336165,171035,7270,132,7189380,긍정 72%.
481,DALBA-CAMP-25011,jihyebag_152,2025-03-04,https://instagram.com/p/cM4Zo*MdG&W,1220137,97274,1671,36,1584000,긍정 77%.
482,DALBA-CAMP-25004,seongsu36_9,2025-02-05,https://instagram.com/p/u^3sNSbwqk2,2152334,27945,582,13,565032,긍정 88%.
483,DALBA-CAMP-25008,ogsunryu_55,2025-03-23,https://instagram.com/p/(veA5gt#s9S,4427401,88591,4178,47,1436649,긍정 71%.
484,DALBA-CAMP-25001,tgim_139,2025-09-11,https://instagram.com/p/O1UL@O_z#vk,3835204,136086,3006,89,4635387,긍정 78%.
485,DALBA-CAMP-25020,gimjeongsu_32,2025-04-22,https://instagram.com/p/%5dSEjj$Zk*,126517,5296,220,2,109958,긍정 85%.
486,DALBA-CAMP-25014,li_100,2025-10-17,https://instagram.com/p/*$yTCAa&ey6,3867950,351264,10700,66,2382534,긍정 84%.
487,DALBA-CAMP-25014,dbag_132,2025-09-11,https://instagram.com/p/8fBQE!Dm_7F,377091,30791,351,6,313134,긍정 73%.
488,DALBA-CAMP-25006,yeongja49_5,2025-09-30,https://instagram.com/p/il7$7tFng_H,749546,11248,412,12,482268,긍정 83%.
489,DALBA-CAMP-25010,myeongjayun_137,2025-03-03,https://instagram.com/p/X!28JDf9ivz,4721662,147424,1537,32,1407392,긍정 82%.
490,DALBA-CAMP-25012,subin41_149,2025-08-12,https://instagram.com/p/#lo1IfXhHJ3,4164095,91225,3503,84,3503052,긍정 91%.
491,DALBA-CAMP-25014,jeonghunhan_151,2025-10-01,https://instagram.com/p/!!Z1cp78t3q,2414221,83084,2127,58,2497306,긍정 89%.
492,DALBA-CAMP-25019,jongsugim_126,2025-08-26,https://instagram.com/p/0uzjjIFk@Th,2197705,148507,3401,32,1863424,긍정 95%.
493,DALBA-CAMP-25001,bmun_30,2025-08-24,https://instagram.com/p/!p9AVnkUqcz,753523,58433,2033,51,1988184,긍정 85%.
494,DALBA-CAMP-25003,jihyeongo_91,2025-06-11,https://instagram.com/p/MP_0AnIZ_86,4410353,105519,2416,67,3216804,긍정 87%.
495,DALBA-CAMP-25016,li_57,2025-09-04,https://instagram.com/p/^j$sO$rcNI3,2361544,231784,2952,81,3808134,긍정 70%.
496,DALBA-CAMP-25008,ujini_199,2025-03-31,https://instagram.com/p/S*8eWnYhOXZ,3825519,294254,6039,47,2100383,긍정 88%.
497,DALBA-CAMP-25015,sangho17_163,2025-08-02,https://instagram.com/p/Ry^7UZiiePh,4924733,489519,5830,100,4012100,긍정 91%.
498,DALBA-CAMP-25004,sangceolgim_95,2025-02-04,https://instagram.com/p/8rW^dO#UJZv,2781947,99105,4002,39,1889628,긍정 90%.
499,DALBA-CAMP-25014,eungyeongi_74,2025-09-12,https://instagram.com/p/dmuk8EfvB*o,4060730,67522,3035,72,2164176,긍정 74%.
500,DALBA-CAMP-25020,ryujeongja_61,2025-04-16,https://instagram.com/p/@zzBWl#1^7T,1952501,187855,2673,55,2273535,긍정 95%.
501,DALBA-CAMP-25010,gimyeongsu_90,2025-03-29,https://instagram.com/p/l)RD7qn%q)3,2296261,218880,2269,41,1285678,긍정 71%.
502,DALBA-CAMP-25014,yeongsigi_177,2025-09-28,https://instagram.com/p/M%7YJNDd%HD,2752861,192856,3114,29,1122300,긍정 71%.
503,DALBA-CAMP-25009,junhyeogu_115,2025-05-01,https://instagram.com/p/mj#4^HuX@1),1298599,97027,2546,51,1718241,긍정 92%.
504,DALBA-CAMP-25002,yi_89,2025-05-25,https://instagram.com/p/u5)KrpxQ!4_,3554830,178850,1835,30,1128570,긍정 79%.
505,DALBA-CAMP-25018,qnam_173,2025-11-04,https://instagram.com/p/N_2H(HgDFxC,3165771,166694,4335,115,5141190,긍정 78%.
506,DALBA-CAMP-25014,seungmin39_156,2025-09-26,https://instagram.com/p/bT#VLygb_v1,1737442,154693,7018,100,5678700,긍정 89%.
507,DALBA-CAMP-25008,ujinbag_189,2025-03-28,https://instagram.com/p/X(eg^xAg@5N,2772578,178454,7855,183,6921792,긍정 82%.
508,DALBA-CAMP-25005,juweongim_116,2025-08-05,https://instagram.com/p/p#Ay4P0x0yx,4708493,308436,4307,54,2254014,긍정 79%.
509,DALBA-CAMP-25005,yeongjinbag_112,2025-08-31,https://instagram.com/p/@JYdG$Jd63W,3254162,159596,5992,135,6801840,긍정 73%.
510,DALBA-CAMP-25019,ogim_197,2025-08-22,https://instagram.com/p/wNITl2(i(0w,4357603,235194,11467,277,13010967,긍정 92%.
511,DALBA-CAMP-25004,iminjae_142,2025-02-19,https://instagram.com/p/iP^immsX#9J,2979173,170436,6648,189,11297097,긍정 75%.
512,DALBA-CAMP-25008,jihyeongo_91,2025-03-10,https://instagram.com/p/#dvxPsmGX4k,239766,14828,165,0,0,긍정 87%.
513,DALBA-CAMP-25006,byeongceol57_27,2025-11-15,https://instagram.com/p/4kZ3$eXfP&^,877354,59777,2020,60,3180300,긍정 88%.
514,DALBA-CAMP-25003,junseo07_181,2025-06-22,https://instagram.com/p/&OWiT8OTQ1H,4988911,378763,13020,318,17733588,긍정 72%.
515,DALBA-CAMP-25011,bmun_30,2025-03-10,https://instagram.com/p/9of7MsAgd#C,1241968,110930,3996,73,2788892,긍정 79%.
516,DALBA-CAMP-25007,seonyeonggim_161,2025-08-07,https://instagram.com/p/C7&VJl1r&e(,168014,16423,757,11,586267,긍정 72%.
517,DALBA-CAMP-25002,minseog55_164,2025-05-06,https://instagram.com/p/6qZwbExl(EV,4361870,72852,2500,49,1508073,긍정 81%.
518,DALBA-CAMP-25011,jiyeon42_8,2025-04-09,https://instagram.com/p/#l$+zR6&68l,4836369,265368,8697,227,11548398,긍정 90%.
519,DALBA-CAMP-25017,eheo_130,2025-06-02,https://instagram.com/p/2*5SMP4OQdu,981362,68419,3229,34,1984036,긍정 90%.
520,DALBA-CAMP-25002,minjaegim_168,2025-05-21,https://instagram.com/p/Co2Xr^Sqn%h,1435403,119502,1404,40,1906240,긍정 86%.
521,DALBA-CAMP-25014,junhoi_106,2025-09-08,https://instagram.com/p/)k3r8OYi2CY,1422523,77508,1188,33,1338348,긍정 70%.
522,DALBA-CAMP-25017,jeongsu80_96,2025-05-23,https://instagram.com/p/(n^7ZbX3f6J,3257930,83235,3497,41,1774111,긍정 79%.
523,DALBA-CAMP-25014,jiyeon42_8,2025-10-11,https://instagram.com/p/JS_3GArNUO(,571891,21114,444,4,151148,긍정 90%.
524,DALBA-CAMP-25002,sangho17_163,2025-04-29,https://instagram.com/p/^9%AOw)s)L1,4915144,440583,16302,262,13957788,긍정 82%.
525,DALBA-CAMP-25011,pgim_135,2025-03-11,https://instagram.com/p/!Y0FJ(XyqYx,813194,40776,455,3,165732,긍정 95%.
526,DALBA-CAMP-25014,gimjeongnam_42,2025-09-29,https://instagram.com/p/Z4dyRiUg)y+,3089643,234832,6145,127,7299706,긍정 81%.
527,DALBA-CAMP-25017,jangjihu_77,2025-05-30,https://instagram.com/p/$V7Bfb(hJ9V,590946,40434,1335,36,1855800,긍정 82%.
528,DALBA-CAMP-25020,jaehobae_192,2025-05-13,https://instagram.com/p/lI8N#Kt%E#l,2092213,95612,4327,24,1235976,긍정 90%.
529,DALBA-CAMP-25008,hyeonju74_190,2025-03-21,https://instagram.com/p/iUu2pN8t8&M,1887356,109827,2511,23,907534,긍정 85%.
530,DALBA-CAMP-25001,yeongjinbag_112,2025-09-20,https://instagram.com/p/To61vYdQU+1,3883464,161206,7896,120,6180840,긍정 70%.
531,DALBA-CAMP-25005,minsu38_6,2025-08-15,https://instagram.com/p/nKF_0^MjJX3,1738610,98615,3708,26,1355302,긍정 73%.
532,DALBA-CAMP-25006,kjeon_56,2025-10-20,https://instagram.com/p/9pPQhFA%%J7,2722693,40381,568,11,450989,긍정 86%.
533,DALBA-CAMP-25003,gimsangceol_121,2025-06-10,https://instagram.com/p/Ln)4aTCbj4C,1620541,44766,1675,22,1068034,긍정 79%.
534,DALBA-CAMP-25014,subin41_149,2025-10-08,https://instagram.com/p/0_W$ky8hE15,2164662,174846,4954,43,2485873,긍정 87%.
535,DALBA-CAMP-25008,gyeonghyi07_107,2025-03-27,https://instagram.com/p/%e*_6Ts3@$Z,3446294,110263,4982,115,6794430,긍정 89%.
536,DALBA-CAMP-25016,yujin13_133,2025-09-01,https://instagram.com/p/$U&28FWv)#!,2722871,249005,3361,40,1591640,긍정 70%.
537,DALBA-CAMP-25014,fgim_66,2025-09-10,https://instagram.com/p/Xgm4#4Ay@cB,3237059,206714,9630,274,13928242,긍정 92%.
538,DALBA-CAMP-25009,egim_129,2025-04-30,https://instagram.com/p/d7bHPLOj%J+,4434136,343418,14196,380,15004680,긍정 71%.
539,DALBA-CAMP-25004,kjeon_56,2025-02-13,https://instagram.com/p/*ZOBaMrqIM1,4470707,49634,924,18,971460,긍정 75%.
540,DALBA-CAMP-25003,gyeonghyibag_175,2025-07-12,https://instagram.com/p/%GmVs2so%3s,520250,10798,481,13,589108,긍정 74%.
541,DALBA-CAMP-25015,gweonhyeonji_45,2025-08-14,https://instagram.com/p/T3zTwq7^%x7,3280996,185451,3053,30,1063710,긍정 89%.
542,DALBA-CAMP-25012,seunghyeongim_154,2025-08-29,https://instagram.com/p/Sa+CuPgbj@3,4308593,417607,15620,134,4298720,긍정 95%.
543,DALBA-CAMP-25011,hyeonuyun_113,2025-03-04,https://instagram.com/p/rhc0RCjW5o#,1658871,148790,6615,107,4207775,긍정 70%.
544,DALBA-CAMP-25002,eungyeongi_74,2025-06-03,https://instagram.com/p/+I8Z8n&yCCr,1779955,175670,7002,119,5960353,긍정 95%.
545,DALBA-CAMP-25014,egim_129,2025-09-19,https://instagram.com/p/#90A^Tty&WN,1649024,59484,2935,14,682024,긍정 80%.
546,DALBA-CAMP-25015,jaehyeon37_118,2025-08-14,https://instagram.com/p/@+lM5Wp$e4N,2583214,144772,2632,42,2268924,긍정 95%.
547,DALBA-CAMP-25005,fbag_40,2025-08-12,https://instagram.com/p/$8T2zxlX)ze,4760235,389771,13751,101,3700741,긍정 79%.
548,DALBA-CAMP-25007,subin41_149,2025-07-24,https://instagram.com/p/pKKRqn+m@6v,2303806,158090,2471,64,3284928,긍정 75%.
549,DALBA-CAMP-25006,gwangsuhong_54,2025-11-10,https://instagram.com/p/^4+QN9hp9HJ,838227,29612,674,18,670896,긍정 75%.
550,DALBA-CAMP-25016,kjeon_56,2025-09-11,https://instagram.com/p/$15BG!_g%ei,1697150,33380,785,4,218356,긍정 77%.
551,DALBA-CAMP-25020,minsu38_6,2025-05-19,https://instagram.com/p/(vGBcb4d0Cq,354960,20235,1003,17,953292,긍정 86%.
552,DALBA-CAMP-25006,miyeongi_17,2025-10-15,https://instagram.com/p/^$8OhGh+USG,2519714,193949,6797,153,8020107,긍정 79%.
553,DALBA-CAMP-25018,igim_114,2025-10-25,https://instagram.com/p/&23IZ3u^oyG,452183,41729,1619,17,634695,긍정 83%.
554,DALBA-CAMP-25006,jaehyeonbag_59,2025-10-01,https://instagram.com/p/!0IlI2pq@l7,1664796,78867,2216,24,1313544,긍정 86%.
